epoch,accuracy,loss,val_accuracy,val_loss
0,0.5824218988418579,0.6737764477729797,0.801562488079071,0.5624803900718689
1,0.5179687738418579,0.6934033036231995,0.5,0.6927518248558044
2,0.592968761920929,0.669035017490387,0.5,0.7015062570571899
3,0.500781238079071,0.6945141553878784,0.5,0.6944995522499084
4,0.5464844107627869,0.6860325932502747,0.5250000357627869,0.6797171831130981
5,0.565625011920929,0.6765395998954773,0.5,0.6938912868499756
6,0.5726562738418579,0.6690659523010254,0.5,0.6934674382209778
7,0.528124988079071,0.6927514672279358,0.5859375,0.6854583621025085
8,0.6109375357627869,0.6633212566375732,0.5,0.694351851940155
9,0.533203125,0.687903881072998,0.6812500357627869,0.6827624440193176
10,0.6640625,0.6175061464309692,0.534375011920929,0.6892122030258179
11,0.7503906488418579,0.5536510348320007,0.737500011920929,0.5475174188613892
12,0.84765625,0.366897851228714,0.7734375,0.5043405890464783
13,0.872265636920929,0.3226960599422455,0.792187511920929,0.4606212079524994
14,0.8910156488418579,0.2727712392807007,0.8046875,0.4463178813457489
15,0.904296875,0.2396630346775055,0.832812488079071,0.4474216401576996
16,0.907421886920929,0.23076975345611572,0.7437500357627869,0.6869349479675293
17,0.914843738079071,0.21687369048595428,0.796875,0.616098940372467
18,0.916796863079071,0.20760217308998108,0.8125,0.4590027332305908
19,0.936328113079071,0.17255300283432007,0.828125,0.5040163993835449
20,0.9339843988418579,0.1809571236371994,0.8515625,0.3858461081981659
21,0.946484386920929,0.1388474851846695,0.824999988079071,0.47557106614112854
22,0.9468750357627869,0.1388256847858429,0.8046875,0.4260728359222412
23,0.957812488079071,0.12149166315793991,0.8609375357627869,0.37719467282295227
24,0.957812488079071,0.11464472115039825,0.8921875357627869,0.37383776903152466
25,0.9644531607627869,0.09348064661026001,0.8578125238418579,0.4721109867095947
26,0.962890625,0.0954785868525505,0.848437488079071,0.5005623698234558
27,0.977343738079071,0.06655698269605637,0.8828125,0.4649205803871155
28,0.9789062738418579,0.06641298532485962,0.8843750357627869,0.49834972620010376
29,0.9613281488418579,0.11722808331251144,0.8812500238418579,0.45810943841934204
30,0.979296863079071,0.06398727744817734,0.903124988079071,0.40973058342933655
31,0.9566406607627869,0.1384575515985489,0.8671875,0.42072081565856934
32,0.971484363079071,0.07469701021909714,0.9000000357627869,0.40452131628990173
33,0.9097656607627869,0.24092642962932587,0.8656250238418579,0.37659773230552673
34,0.9644531607627869,0.10295211523771286,0.893750011920929,0.3859988749027252
35,0.977343738079071,0.06124630570411682,0.856249988079071,0.4809529483318329
36,0.978515625,0.058093734085559845,0.893750011920929,0.48814478516578674
37,0.987109363079071,0.041152868419885635,0.879687488079071,0.5725134611129761
38,0.98828125,0.038693174719810486,0.9125000238418579,0.41187283396720886
39,0.9964843988418579,0.012832360342144966,0.879687488079071,0.7691805958747864
40,0.981249988079071,0.059957828372716904,0.8828125,0.6821607947349548
41,0.967578113079071,0.11829749494791031,0.8421875238418579,0.3891206681728363
42,0.9800781607627869,0.056275200098752975,0.8734375238418579,0.46713414788246155
43,0.9859375357627869,0.04345990717411041,0.917187511920929,0.4541359841823578
44,0.994140625,0.016468418762087822,0.8671875,1.1375136375427246
45,0.990234375,0.030768176540732384,0.8734375238418579,0.6209651827812195
46,0.999218761920929,0.00464665936306119,0.909375011920929,0.6653656363487244
47,0.998046875,0.005242121871560812,0.90625,0.6871380805969238
48,1.0,0.0018817622913047671,0.909375011920929,0.7879062294960022
49,1.0,0.0011078506940975785,0.9000000357627869,0.8512182235717773
50,0.9996094107627869,0.0010034787701442838,0.870312511920929,1.0087149143218994
51,0.979296863079071,0.06426485627889633,0.90625,0.42780518531799316
52,0.9945312738418579,0.019235776737332344,0.90625,0.5052266716957092
53,0.9984375238418579,0.005005868151783943,0.8968750238418579,0.6468406915664673
54,1.0,0.0022348500788211823,0.901562511920929,0.6911819577217102
55,1.0,0.0014210563385859132,0.909375011920929,0.7280009984970093
56,0.9996094107627869,0.0013403407065197825,0.909375011920929,0.6823595762252808
57,1.0,0.0006247938144952059,0.9078125357627869,0.7201415300369263
58,1.0,0.000555739738047123,0.909375011920929,0.76960688829422
59,1.0,0.0002643116458784789,0.9078125357627869,0.8151186108589172
60,1.0,0.00021973902767058462,0.9078125357627869,0.8199896216392517
61,0.9996094107627869,0.00055074249394238,0.9140625,0.8341308832168579
62,0.9996094107627869,0.0011222761822864413,0.9125000238418579,0.9020480513572693
63,1.0,0.00016096069884952158,0.9046875238418579,0.91783207654953
64,1.0,0.0001248562621185556,0.910937488079071,0.9187836647033691
65,1.0,0.00043847860069945455,0.9125000238418579,0.9303907752037048
66,1.0,0.00018793386698234826,0.9125000238418579,0.9465779662132263
67,1.0,0.0001714936224743724,0.9125000238418579,0.9674600958824158
68,0.944531261920929,0.18481487035751343,0.8453125357627869,0.4140391945838928
69,0.9800781607627869,0.07188872247934341,0.890625,0.4393157660961151
70,0.994921863079071,0.019885782152414322,0.8843750357627869,0.5876988768577576
71,0.9925781488418579,0.017302660271525383,0.879687488079071,0.5819903016090393
72,0.984375,0.04619068652391434,0.903124988079071,0.5428425669670105
73,0.994921863079071,0.012333763763308525,0.9140625,0.5670521855354309
74,0.998046875,0.005777590908110142,0.8843750357627869,0.7641744613647461
75,1.0,0.0010236649541184306,0.895312488079071,0.7983800172805786
76,1.0,0.0004305743204895407,0.8968750238418579,0.815634548664093
77,1.0,0.0006916226702742279,0.903124988079071,0.8133621215820312
78,1.0,0.0003759695100598037,0.8843750357627869,0.9385516047477722
79,0.9996094107627869,0.0011070265900343657,0.893750011920929,0.901681125164032
80,1.0,0.000462919007986784,0.8656250238418579,1.1394597291946411
81,0.9996094107627869,0.0014982296852394938,0.8921875357627869,0.8643586039543152
82,1.0,0.0002886962320189923,0.890625,0.8660937547683716
83,1.0,0.0002872244222089648,0.901562511920929,0.832400918006897
84,1.0,0.00019618550140876323,0.895312488079071,0.9078007936477661
85,1.0,0.0002875933132600039,0.8828125,1.006919264793396
86,1.0,0.00017465234850533307,0.893750011920929,0.9666487574577332
87,1.0,0.00011032984912162647,0.8984375,0.9614073038101196
88,1.0,0.00015221134526655078,0.878125011920929,1.1119648218154907
89,1.0,0.00016734766541048884,0.8968750238418579,1.0156577825546265
90,0.9859375357627869,0.05184714123606682,0.887499988079071,0.619539737701416
91,0.998046875,0.005933479405939579,0.893750011920929,0.5777924060821533
92,0.9984375238418579,0.006485834717750549,0.9046875238418579,0.5792797803878784
93,0.999218761920929,0.0020798365585505962,0.871874988079071,0.8727254867553711
94,0.9996094107627869,0.0013615865027531981,0.895312488079071,0.7323122620582581
95,0.970703125,0.11421636492013931,0.846875011920929,0.42387914657592773
96,0.990234375,0.030926182866096497,0.903124988079071,0.38580235838890076
97,0.985546886920929,0.05006934329867363,0.871874988079071,0.48110827803611755
98,0.9957031607627869,0.012223776429891586,0.854687511920929,0.5821957588195801
