epoch,accuracy,loss,val_accuracy,val_loss
0,0.6357952356338501,0.6690871715545654,0.668749988079071,0.6476913094520569
1,0.8311840891838074,0.5716196894645691,0.754687488079071,0.5670148730278015
2,0.8898007273674011,0.4546798765659332,0.7718750238418579,0.47573596239089966
3,0.9081672430038452,0.34045127034187317,0.8187500238418579,0.39084866642951965
4,0.9280969500541687,0.259363055229187,0.828125,0.33824434876441956
5,0.9382571578025818,0.2076776623725891,0.846875011920929,0.30180656909942627
6,0.952325165271759,0.16744214296340942,0.864062488079071,0.2637211084365845
7,0.9601407051086426,0.13720615208148956,0.879687488079071,0.23920181393623352
8,0.968737781047821,0.1150624081492424,0.8890625238418579,0.2237260788679123
9,0.9753810167312622,0.09479039162397385,0.8984375,0.21002748608589172
10,0.9816334843635559,0.07976974546909332,0.9078125357627869,0.20271992683410645
11,0.9859320521354675,0.06578252464532852,0.917187511920929,0.1931273192167282
12,0.989058256149292,0.05471925437450409,0.909375011920929,0.2012297660112381
13,0.9941383600234985,0.045832179486751556,0.9156250357627869,0.19569115340709686
14,0.9960922598838806,0.03926774114370346,0.9203125238418579,0.19717979431152344
15,0.9964830279350281,0.03328607976436615,0.925000011920929,0.19157473742961884
16,0.9968737959861755,0.029374869540333748,0.9234375357627869,0.19202271103858948
17,0.9980461597442627,0.02513158693909645,0.926562488079071,0.20291760563850403
18,0.9980461597442627,0.022255506366491318,0.925000011920929,0.21453309059143066
19,0.9996092319488525,0.01930815726518631,0.9234375357627869,0.20402684807777405
20,0.9996092319488525,0.016647158190608025,0.926562488079071,0.20148618519306183
21,0.9996092319488525,0.015504608862102032,0.9281250238418579,0.21246282756328583
22,1.0,0.013378137722611427,0.9296875,0.21915283799171448
23,1.0,0.01269861776381731,0.9234375357627869,0.2172926962375641
24,1.0,0.012227672152221203,0.9234375357627869,0.21641603112220764
25,1.0,0.01041891984641552,0.925000011920929,0.22270862758159637
26,1.0,0.009226538240909576,0.9234375357627869,0.2209792137145996
27,1.0,0.008602556772530079,0.921875,0.22317536175251007
28,1.0,0.008234728127717972,0.921875,0.22677448391914368
29,1.0,0.007433047518134117,0.921875,0.22809115052223206
30,1.0,0.006730669643729925,0.925000011920929,0.23425593972206116
31,1.0,0.006273963488638401,0.9281250238418579,0.24410562217235565
32,1.0,0.006145409774035215,0.921875,0.23694434762001038
33,1.0,0.005613170564174652,0.9234375357627869,0.24280968308448792
34,1.0,0.005296472925692797,0.9234375357627869,0.24437065422534943
35,1.0,0.0049871113151311874,0.921875,0.24370793998241425
36,1.0,0.004811195190995932,0.9234375357627869,0.24978363513946533
37,1.0,0.0043780384585261345,0.925000011920929,0.2545810043811798
38,1.0,0.004249118734151125,0.926562488079071,0.25601401925086975
39,1.0,0.003903103293851018,0.9281250238418579,0.2611320912837982
40,1.0,0.003709896467626095,0.926562488079071,0.2618747055530548
41,1.0,0.0036032258067280054,0.9234375357627869,0.2603190243244171
42,1.0,0.0034017988946288824,0.926562488079071,0.27041831612586975
43,1.0,0.0036248506512492895,0.9203125238418579,0.2577105462551117
44,1.0,0.0031788365449756384,0.9234375357627869,0.26663920283317566
45,1.0,0.003012323984876275,0.921875,0.26574450731277466
46,1.0,0.00287587009370327,0.9234375357627869,0.26932933926582336
47,1.0,0.0027144376654177904,0.925000011920929,0.28011348843574524
48,1.0,0.002629884285852313,0.921875,0.2706420123577118
49,1.0,0.0025588402058929205,0.926562488079071,0.27878624200820923
50,1.0,0.00245761894620955,0.9234375357627869,0.27651745080947876
51,1.0,0.0023790025152266026,0.9234375357627869,0.27959758043289185
52,1.0,0.0022934095468372107,0.9234375357627869,0.2789212465286255
53,1.0,0.002198594156652689,0.926562488079071,0.28204867243766785
54,1.0,0.002150117652490735,0.9234375357627869,0.2776513993740082
55,1.0,0.002105456544086337,0.926562488079071,0.28753915429115295
56,1.0,0.0019798274151980877,0.921875,0.2783823311328888
57,1.0,0.001961927395313978,0.925000011920929,0.2892652451992035
58,1.0,0.0019205765565857291,0.9234375357627869,0.28509896993637085
59,1.0,0.0018505959305912256,0.926562488079071,0.2935977876186371
60,1.0,0.001766494824551046,0.921875,0.28653043508529663
61,1.0,0.0017432428430765867,0.9234375357627869,0.2907724380493164
62,1.0,0.0016832747496664524,0.926562488079071,0.29743605852127075
63,1.0,0.0016251440392807126,0.9234375357627869,0.2938092052936554
64,1.0,0.0015890757786110044,0.9234375357627869,0.29541274905204773
65,1.0,0.0015489131910726428,0.925000011920929,0.29673483967781067
66,1.0,0.0015056836418807507,0.9234375357627869,0.29410120844841003
67,1.0,0.0014833234017714858,0.9234375357627869,0.29666826128959656
68,1.0,0.0014415456680580974,0.925000011920929,0.3077808618545532
69,1.0,0.0013959509087726474,0.925000011920929,0.30100637674331665
70,1.0,0.0013835508143529296,0.9234375357627869,0.29787740111351013
71,1.0,0.0013531142612919211,0.926562488079071,0.306822270154953
72,1.0,0.0013185797724872828,0.9234375357627869,0.3065519630908966
73,1.0,0.0012825200101360679,0.9234375357627869,0.30493947863578796
74,1.0,0.0012495763367041945,0.9234375357627869,0.3024354577064514
75,1.0,0.0012223378289490938,0.9234375357627869,0.3084105849266052
76,1.0,0.001195961725898087,0.9234375357627869,0.30752283334732056
77,1.0,0.001161967171356082,0.9234375357627869,0.3072545826435089
78,1.0,0.0011367792030796409,0.9234375357627869,0.3118782043457031
79,1.0,0.0011256261495873332,0.9234375357627869,0.31288787722587585
80,1.0,0.001109428470954299,0.925000011920929,0.3161006271839142
81,1.0,0.0010842158226296306,0.925000011920929,0.31499356031417847
82,1.0,0.001052548293955624,0.925000011920929,0.3131164014339447
83,1.0,0.0010274281958118081,0.9234375357627869,0.30864235758781433
84,1.0,0.0010133539326488972,0.925000011920929,0.3198433518409729
85,1.0,0.0009960519382730126,0.9234375357627869,0.3123684227466583
86,1.0,0.0009729081648401916,0.9234375357627869,0.31834182143211365
87,1.0,0.0009559625759720802,0.926562488079071,0.32150527834892273
88,1.0,0.0009569853427819908,0.9234375357627869,0.31713181734085083
89,1.0,0.0009228248964063823,0.9234375357627869,0.3167377710342407
90,1.0,0.0009067522478289902,0.9234375357627869,0.3203808069229126
91,1.0,0.0008915363578125834,0.9234375357627869,0.31900647282600403
92,1.0,0.000869027164299041,0.9234375357627869,0.3186596632003784
93,1.0,0.0008646141504868865,0.925000011920929,0.3211602568626404
94,1.0,0.0008464535349048674,0.925000011920929,0.3250139057636261
95,1.0,0.0008323424845002592,0.925000011920929,0.326480895280838
96,1.0,0.0008165808394551277,0.9234375357627869,0.3222600221633911
97,1.0,0.0008034783531911671,0.9234375357627869,0.32378455996513367
98,1.0,0.0007898086332716048,0.9234375357627869,0.32538798451423645
99,1.0,0.0007765248883515596,0.925000011920929,0.3298114240169525
